Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Care Instructions (product.metafields.custom.care_instructions),Disclosures (product.metafields.custom.disclosures),Made In (product.metafields.custom.made_in), Materials (product.metafields.custom.materials),Sizing & Fit (product.metafields.custom.sizing_and_fit),Age group (product.metafields.shopify.age-group),Battery type (product.metafields.shopify.battery-type),Blade material (product.metafields.shopify.blade-material),Care instructions (product.metafields.shopify.care-instructions),Case transparency level (product.metafields.shopify.case-transparency-level),Case type (product.metafields.shopify.case-type),Clipper motor type (product.metafields.shopify.clipper-motor-type),Closure type (product.metafields.shopify.closure-type),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Compatible device (product.metafields.shopify.compatible-device),Connectivity technology (product.metafields.shopify.connectivity-technology),Connector gender (product.metafields.shopify.connector-gender),Device interface (product.metafields.shopify.device-interface),Disclosures (product.metafields.shopify.disclosure),Downstream port types (product.metafields.shopify.downstream-port-types),Fabric (product.metafields.shopify.fabric),Finish (product.metafields.shopify.finish),Fit (product.metafields.shopify.fit),Handwear material (product.metafields.shopify.handwear-material),Host interface (product.metafields.shopify.host-interface),Integrated stand type (product.metafields.shopify.integrated-stand-type),Intimate apparel features (product.metafields.shopify.intimate-apparel-features),Light temperature (product.metafields.shopify.light-temperature),Lighting features (product.metafields.shopify.lighting-features),MagSafe compatibility (product.metafields.shopify.magsafe-compatibility),Material (product.metafields.shopify.material),Mobile phone case features (product.metafields.shopify.mobile-phone-case-features),Mounting type (product.metafields.shopify.mounting-type),Neckline (product.metafields.shopify.neckline),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Pants length type (product.metafields.shopify.pants-length-type),Pile type (product.metafields.shopify.pile-type),Power source (product.metafields.shopify.power-source),Rug/Mat features (product.metafields.shopify.rug-mat-features),Rug/Mat material (product.metafields.shopify.rug-mat-material),Sleeve length type (product.metafields.shopify.sleeve-length-type),Suit pieces (product.metafields.shopify.suit-pieces),Suitable location (product.metafields.shopify.suitable-location),Switch control type (product.metafields.shopify.switch-control-type),Target gender (product.metafields.shopify.target-gender),Tool mobility (product.metafields.shopify.tool-mobility),Top length type (product.metafields.shopify.top-length-type),USB connector type (product.metafields.shopify.usb-connector-type),USB standard (product.metafields.shopify.usb-standard),Waist rise (product.metafields.shopify.waist-rise),Variant Image,Variant Weight Unit,Variant Tax Code,Status
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Blue,,,iPhone 12 Mini,,,,,14:173#Blue;263619383:9809889470,32.0,shopify,continue,manual,16.30,31.30,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S3466c15d748142059845148528d86ef0i.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Blue,,,iPhone 14 Pro Max,,,,,14:173#Blue;263619383:20324937356,32.0,shopify,continue,manual,16.36,31.36,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S3466c15d748142059845148528d86ef0i.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Blue,,,iPhone 14 Plus,,,,,14:173#Blue;263619383:20751905886,32.0,shopify,continue,manual,16.38,31.38,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S3466c15d748142059845148528d86ef0i.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Blue,,,iPhone 13 Pro,,,,,14:173#Blue;263619383:12870894957,32.0,shopify,continue,manual,16.33,31.33,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S3466c15d748142059845148528d86ef0i.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Blue,,,iPhone 14 Pro,,,,,14:173#Blue;263619383:20324712888,32.0,shopify,continue,manual,16.32,31.32,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S3466c15d748142059845148528d86ef0i.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Blue,,,iPhone 16 Pro,,,,,14:173#Blue;263619383:27375861894,32.0,shopify,continue,manual,16.32,31.32,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S3466c15d748142059845148528d86ef0i.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Blue,,,iPhone 16 Pro Max,,,,,14:173#Blue;263619383:31196289187,32.0,shopify,continue,manual,16.36,31.36,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S3466c15d748142059845148528d86ef0i.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Blue,,,iPhone 15 Pro,,,,,14:173#Blue;263619383:22955740093,32.0,shopify,continue,manual,16.33,31.33,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S3466c15d748142059845148528d86ef0i.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Blue,,,iPhone 15 Pro Max,,,,,14:173#Blue;263619383:22955740094,32.0,shopify,continue,manual,16.36,31.36,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S3466c15d748142059845148528d86ef0i.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Dark Green,,,iPhone 12,,,,,14:175#Dark Green;263619383:46448244,32.0,shopify,continue,manual,16.34,31.34,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S1e1ce3d5857843159f117db5e4302a0ft.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Dark Green,,,iPhone 15,,,,,14:175#Dark Green;263619383:46471973,32.0,shopify,continue,manual,16.33,31.33,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S1e1ce3d5857843159f117db5e4302a0ft.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Blue,,,iPhone 16 Plus,,,,,14:173#Blue;263619383:31426866868,32.0,shopify,continue,manual,16.37,31.37,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S3466c15d748142059845148528d86ef0i.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Blue,,,iPhone 16,,,,,14:173#Blue;263619383:33534641139,32.0,shopify,continue,manual,16.33,31.33,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S3466c15d748142059845148528d86ef0i.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Black,,,iPhone 17,,,,,14:193#Black;263619383:1983129464,32.0,shopify,continue,manual,16.36,31.36,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Se24a6e5a2b90472599ec59e0eddf6c4fG.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Black,,,iPhone 17 Pro Max,,,,,14:193#Black;263619383:1983129661,32.0,shopify,continue,manual,16.39,31.39,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Se24a6e5a2b90472599ec59e0eddf6c4fG.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Black,,,iPhone 16e,,,,,14:193#Black;263619383:1982816900,32.0,shopify,continue,manual,16.33,31.33,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Se24a6e5a2b90472599ec59e0eddf6c4fG.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Black,,,iPhone Air,,,,,14:193#Black;263619383:1983129063,32.0,shopify,continue,manual,16.36,31.36,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Se24a6e5a2b90472599ec59e0eddf6c4fG.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Black,,,iPhone 11 Pro Max,,,,,14:193#Black;263619383:5395512305,32.0,shopify,continue,manual,16.37,31.37,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Se24a6e5a2b90472599ec59e0eddf6c4fG.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Black,,,iPhone 12 Pro,,,,,14:193#Black;263619383:7249435342,32.0,shopify,continue,manual,16.34,31.34,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Se24a6e5a2b90472599ec59e0eddf6c4fG.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Black,,,iPhone 17 Pro,,,,,14:193#Black;263619383:1983130241,32.0,shopify,continue,manual,16.35,31.35,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Se24a6e5a2b90472599ec59e0eddf6c4fG.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Black,,,iPhone 11 Pro,,,,,14:193#Black;263619383:5393184679,32.0,shopify,continue,manual,16.36,31.36,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Se24a6e5a2b90472599ec59e0eddf6c4fG.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Black,,,iPhone 13 Pro Max,,,,,14:193#Black;263619383:12057284596,32.0,shopify,continue,manual,16.36,31.36,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Se24a6e5a2b90472599ec59e0eddf6c4fG.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Black,,,iPhone 13 Mini,,,,,14:193#Black;263619383:12870894956,32.0,shopify,continue,manual,16.26,31.26,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Se24a6e5a2b90472599ec59e0eddf6c4fG.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Black,,,iPhone 12 Pro Max,,,,,14:193#Black;263619383:7249435343,32.0,shopify,continue,manual,16.38,31.38,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Se24a6e5a2b90472599ec59e0eddf6c4fG.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Black,,,iPhone 12 Mini,,,,,14:193#Black;263619383:9809889470,32.0,shopify,continue,manual,16.30,31.30,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Se24a6e5a2b90472599ec59e0eddf6c4fG.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Black,,,iPhone 14 Pro Max,,,,,14:193#Black;263619383:20324937356,32.0,shopify,continue,manual,16.38,31.38,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Se24a6e5a2b90472599ec59e0eddf6c4fG.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Black,,,iPhone 14 Plus,,,,,14:193#Black;263619383:20751905886,32.0,shopify,continue,manual,16.37,31.37,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Se24a6e5a2b90472599ec59e0eddf6c4fG.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Black,,,iPhone 13 Pro,,,,,14:193#Black;263619383:12870894957,32.0,shopify,continue,manual,16.33,31.33,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Se24a6e5a2b90472599ec59e0eddf6c4fG.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Black,,,iPhone 14 Pro,,,,,14:193#Black;263619383:20324712888,32.0,shopify,continue,manual,16.33,31.33,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Se24a6e5a2b90472599ec59e0eddf6c4fG.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Dark Green,,,iPhone 14 Pro Max,,,,,14:175#Dark Green;263619383:20324937356,32.0,shopify,continue,manual,16.37,31.37,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S1e1ce3d5857843159f117db5e4302a0ft.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Dark Green,,,iPhone 14 Plus,,,,,14:175#Dark Green;263619383:20751905886,32.0,shopify,continue,manual,16.37,31.37,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S1e1ce3d5857843159f117db5e4302a0ft.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Dark Green,,,iPhone 13 Pro,,,,,14:175#Dark Green;263619383:12870894957,32.0,shopify,continue,manual,16.33,31.33,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S1e1ce3d5857843159f117db5e4302a0ft.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Dark Green,,,iPhone 14 Pro,,,,,14:175#Dark Green;263619383:20324712888,32.0,shopify,continue,manual,16.34,31.34,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S1e1ce3d5857843159f117db5e4302a0ft.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Dark Green,,,iPhone 16 Pro,,,,,14:175#Dark Green;263619383:27375861894,32.0,shopify,continue,manual,16.30,31.30,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S1e1ce3d5857843159f117db5e4302a0ft.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Dark Green,,,iPhone 16 Pro Max,,,,,14:175#Dark Green;263619383:31196289187,32.0,shopify,continue,manual,16.37,31.37,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S1e1ce3d5857843159f117db5e4302a0ft.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Dark Green,,,iPhone 15 Pro,,,,,14:175#Dark Green;263619383:22955740093,32.0,shopify,continue,manual,16.33,31.33,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S1e1ce3d5857843159f117db5e4302a0ft.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Dark Green,,,iPhone 15 Pro Max,,,,,14:175#Dark Green;263619383:22955740094,32.0,shopify,continue,manual,16.37,31.37,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S1e1ce3d5857843159f117db5e4302a0ft.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Black,,,iPhone 12,,,,,14:193#Black;263619383:46448244,32.0,shopify,continue,manual,16.36,31.36,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Se24a6e5a2b90472599ec59e0eddf6c4fG.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Black,,,iPhone 15,,,,,14:193#Black;263619383:46471973,32.0,shopify,continue,manual,16.32,31.32,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Se24a6e5a2b90472599ec59e0eddf6c4fG.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Dark Green,,,iPhone 16 Plus,,,,,14:175#Dark Green;263619383:31426866868,32.0,shopify,continue,manual,16.36,31.36,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S1e1ce3d5857843159f117db5e4302a0ft.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Dark Green,,,iPhone 16,,,,,14:175#Dark Green;263619383:33534641139,32.0,shopify,continue,manual,16.34,31.34,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S1e1ce3d5857843159f117db5e4302a0ft.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Black,,,iPhone 13,,,,,14:193#Black;263619383:204653188,32.0,shopify,continue,manual,16.33,31.33,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Se24a6e5a2b90472599ec59e0eddf6c4fG.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Black,,,iPhone 15 Plus,,,,,14:193#Black;263619383:730577178,32.0,shopify,continue,manual,16.36,31.36,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Se24a6e5a2b90472599ec59e0eddf6c4fG.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Black,,,iPhone 11,,,,,14:193#Black;263619383:200917363,32.0,shopify,continue,manual,16.42,31.42,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Se24a6e5a2b90472599ec59e0eddf6c4fG.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Black,,,iPhone 14,,,,,14:193#Black;263619383:201275536,32.0,shopify,continue,manual,16.19,31.19,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/Se24a6e5a2b90472599ec59e0eddf6c4fG.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Light Green,,,iPhone 11 Pro Max,,,,,14:200006152#Light Green;263619383:5395512305,32.0,shopify,continue,manual,16.41,31.41,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S12837385d5f84f2f83e4d37765ee0376V.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Light Green,,,iPhone 12 Pro,,,,,14:200006152#Light Green;263619383:7249435342,32.0,shopify,continue,manual,16.35,31.35,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S12837385d5f84f2f83e4d37765ee0376V.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Light Green,,,iPhone 17 Pro,,,,,14:200006152#Light Green;263619383:1983130241,32.0,shopify,continue,manual,16.38,31.38,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S12837385d5f84f2f83e4d37765ee0376V.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Light Green,,,iPhone 11 Pro,,,,,14:200006152#Light Green;263619383:5393184679,32.0,shopify,continue,manual,16.33,31.33,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S12837385d5f84f2f83e4d37765ee0376V.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Light Green,,,iPhone 13 Pro Max,,,,,14:200006152#Light Green;263619383:12057284596,32.0,shopify,continue,manual,16.37,31.37,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S12837385d5f84f2f83e4d37765ee0376V.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Light Green,,,iPhone 13 Mini,,,,,14:200006152#Light Green;263619383:12870894956,32.0,shopify,continue,manual,16.26,31.26,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S12837385d5f84f2f83e4d37765ee0376V.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Light Green,,,iPhone 12 Pro Max,,,,,14:200006152#Light Green;263619383:7249435343,32.0,shopify,continue,manual,16.41,31.41,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S12837385d5f84f2f83e4d37765ee0376V.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Light Green,,,iPhone 12 Mini,,,,,14:200006152#Light Green;263619383:9809889470,32.0,shopify,continue,manual,16.30,31.30,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S12837385d5f84f2f83e4d37765ee0376V.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Light Green,,,iPhone 14 Pro Max,,,,,14:200006152#Light Green;263619383:20324937356,32.0,shopify,continue,manual,16.36,31.36,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S12837385d5f84f2f83e4d37765ee0376V.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Light Green,,,iPhone 14 Plus,,,,,14:200006152#Light Green;263619383:20751905886,32.0,shopify,continue,manual,16.38,31.38,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S12837385d5f84f2f83e4d37765ee0376V.webp?v=1783201685,kg,,
magsafe-iphone-case-luxury-armor-matte,,,,,,,,,Light Green,,,iPhone 13 Pro,,,,,14:200006152#Light Green;263619383:12870894957,32.0,shopify,continue,manual,16.33,31.33,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0778/3278/2013/files/S12837385d5f84f2f83e4d37765ee0376V.webp?v=1783201685,kg,,
